hour	text	text_posTagged	hasMedia	hasHashtag	followers_count	sentiment	emojis	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	retweet_count	favourite_count
16	travel light this summer with ultra hd perfector and artist color pencils tribe talent shows you her fav	NN NN DT NN IN JJ NN NN CC NN NN NNS NN NN VBZ PRP PRP$ NN	0	0	666674	0.4215	0	0	0	0	0	0	0	0	1	4	82
18	new shop now	JJ NN RB	1	1	666674	0.0	0	0	0	0	0	0	0	0	0	21	107
18	new shop now	JJ NN RB	1	1	666674	0.0	0	0	0	0	0	0	0	0	0	10	121
14	rt were in the homestretch of the campaign theres 1 week left to make a diff in the l	NN VBD IN DT NN IN DT NN NNS CD NN VBD TO VB DT NN IN DT NN	0	1	666674	0.0	0	0	0	0	0	0	0	0	0	10	0
18	new whatever you want wherever you want available at amp	JJ WDT PRP VBP IN PRP VBP JJ IN NN	0	1	666674	0.1531	1	0	0	0	0	0	0	0	0	12	174
20	hi wed recommend trying y235 ivory beige it will be a bit darker than marble we always recommend st	NN VBN VB VBG JJ NN NN PRP MD VB DT NN NN IN NN PRP RB VBP NN	0	0	666674	0.6476	0	0	0	0	0	0	0	0	2	0	0
18	rt if you like to color outside the lines new now available	NN IN PRP VBP TO VB IN DT NNS JJ RB JJ	1	1	666674	0.3612	1	0	0	0	1	0	0	0	0	22	145
13	rt were halfway through campaign with only 2 weeks to go if there was a way to showca	NN VBD RB IN NN IN RB CD NNS TO VB IN EX VBD DT NN TO VB	0	1	666674	0.0	0	0	0	0	0	0	0	0	0	3	0
18	new whatever you want wherever you want available at amp	JJ WDT PRP VBP IN PRP VBP JJ IN NN	0	1	666674	0.1531	1	0	0	0	0	0	0	0	0	6	81
14	39 colorful shades matte finish eyes lips brows face our new doesnt play around but y	CD JJ NNS VBP JJ NNS NNS NNS VBP PRP$ JJ JJ NN RB CC JJR	0	1	666674	0.1779	0	0	0	0	0	0	0	0	0	9	80
20	new whatever you want wherever you want shop all 39 vibrant matte shades of this powerfully	JJ WDT PRP VBP IN PRP VBP NN DT CD JJ NN NNS IN DT NN	0	1	666674	0.6124	1	0	0	0	1	0	0	0	0	8	127
20	you can view the full video on our youtube page	PRP MD VB DT JJ NN IN PRP$ NN NN	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	0	1
12	a swatch situation that has us thinking pink rt if you are into these new rosy shades too	DT NN NN WDT VBZ PRP VBG VB NN IN PRP VBP IN DT JJ JJ NNS RB	0	1	666674	0.1779	1	0	0	0	0	0	0	0	0	8	67
18	new in blue anyway available	JJ IN JJ RB JJ	1	1	666674	0.0	1	0	0	0	0	0	1	0	0	11	105
15	were loving all the looks that weve seen so far	VBD VBG PDT DT NNS IN VBP VBN RB RB	0	0	666674	0.8483	1	0	0	0	0	1	0	0	1	3	62
15	can never go wrong with this shade	MD RB VB JJ IN DT NN	0	0	666674	0.4303	1	0	0	0	0	0	0	0	0	1	19
20	buy 1new on amp receive free shipping a deluxe size step1 smoothing pri	VB CD IN NNS VBP JJ VBG DT JJ NN NN VBG NN	0	1	666674	0.6166	0	0	0	0	0	0	0	0	0	6	43
8	new whatever you want wherever you want available at amp	JJ WDT PRP VBP IN PRP VBP JJ IN NN	0	1	666674	0.1531	1	0	0	0	0	0	0	0	0	11	133
20	new whatever you want wherever you want shop all 39 vibrant matte shades of this powerfully	JJ WDT PRP VBP IN PRP VBP NN DT CD JJ NN NNS IN DT NN	0	1	666674	0.6124	1	0	0	0	1	0	0	0	0	11	83
13	we think youll love the formula come try it out for yourself at	PRP VBP JJ VBP DT NN JJ VB PRP RP IN PRP IN	0	0	666674	0.8491	1	0	0	0	0	1	0	0	1	0	2
16	its here new is now available on what are you waiting for	PRP$ RB JJ VBZ RB JJ IN WDT VBP PRP VBG IN	0	1	666674	0.0	1	0	0	0	0	0	0	0	0	14	108
20	new whatever you want wherever you want shop all 39 vibrant matte shades of this powerfully	JJ WDT PRP VBP IN PRP VBP NN DT CD JJ NN NNS IN DT NN	0	1	666674	0.6124	1	0	0	0	1	0	0	0	0	9	71
15	show your mom some weve partnered with in celebration of and are giving away a free gift wit	VB PRP$ NN DT VBP VBN IN IN NN IN CC VBP VBG RP DT JJ NN NN	0	1	666674	0.8531	1	0	2	0	0	2	0	2	2	11	70
20	new whatever you want wherever you want shop all 39 vibrant matte shades of this powerfully	JJ WDT PRP VBP IN PRP VBP NN DT CD JJ NN NNS IN DT NN	0	1	666674	0.6124	1	0	0	0	1	0	0	0	0	13	89
19	color outside the lines new available in 39 vibrant matte shades	NN IN DT NNS JJ JJ IN CD JJ NN NNS	0	1	666674	0.5267	1	0	0	0	1	0	0	0	0	24	87
21	so flawless	RB JJ	0	0	666674	0.6342	0	0	0	0	0	0	0	0	0	0	0
21	right	NN	0	0	666674	0.5204	1	0	0	0	0	0	0	0	0	0	0
21	we think youre amazing	PRP VBP JJ NN	0	0	666674	0.6239	1	0	0	0	0	0	0	0	0	0	1
14	skip the line for the ultimate liner new 39 vibrant matte shades for lips eyes face amp brows	VB DT NN IN DT JJ NN JJ CD JJ NN NNS IN NNS NNS VBP JJ NNS	0	1	666674	0.5267	1	0	1	0	0	0	1	0	0	25	168
19	artistry is a powerful tool for selfexpression thats why we made the new to be used anywhere	NN VBZ DT JJ NN IN NN NNS WRB PRP VBD DT JJ TO VB VBN RB	0	1	666674	0.4215	0	1	1	1	1	1	0	0	1	82	558
13	rt if well be seeing you today at nyc	NN IN RB VB VBG PRP NN IN NN	1	0	666674	0.0	0	0	0	0	0	0	0	0	0	2	31
20	skip the line for the ultimate linder amp receive some serious perks buy 1 new on	VB DT NN IN DT JJ NN NN VBP DT JJ NNS VBP CD JJ IN	0	1	666674	-0.2577	1	0	1	0	0	0	1	0	0	7	36
12	new whatever you want wherever you want shop all 39 vibrant matte shades of this powerfully	JJ WDT PRP VBP IN PRP VBP NN DT CD JJ NN NNS IN DT NN	0	1	666674	0.6124	1	0	0	0	1	0	0	0	0	57	321
19	so perfect we made 39 new a multipurpose pencil you can use whatever you want wherever you	RB JJ PRP VBD CD JJ DT JJ NN PRP MD VB WDT PRP VBP NN PRP	0	1	666674	0.6115	1	0	1	0	0	1	0	0	1	8	48
19	hey nyc whos coming to this weekend come say hi amp check out our amazing promosexclusive to tm	NN NN NN VBG TO DT NN NNS VBP JJ RB VBP RP PRP$ VBG NN TO VB	0	0	666674	0.658	0	0	1	0	0	0	0	0	0	5	20
16	stunning	VBG	0	0	666674	0.4912	0	0	0	0	0	0	0	0	0	0	2
18	stunning	VBG	0	0	666674	0.4389	0	0	0	0	0	0	0	0	0	0	0
16	what shade are you	WP NN VBP PRP	0	0	666674	0.0	1	0	0	0	0	0	0	0	0	0	0
16	yess	NN	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	0	2
1	made with motherofpearl for a rare precious glow new get your glow on	VBN IN NN IN DT JJ JJ NN JJ VB PRP$ NN IN	0	1	666674	0.5719	1	0	3	0	0	3	0	1	2	17	152
17	its here your new fast amp flawless complexion routine co new shop this super sheer coverage at	PRP$ RB PRP$ JJ JJ NN NN NN VB JJ JJ NN DT JJ NN NN IN	0	1	666674	0.837	0	0	0	0	0	0	0	0	1	14	107
17	the best way to apply new with your fingers tap tap tap in gol	DT JJS NN TO VB JJ IN PRP$ NNS VBP JJ NN IN NN	0	1	666674	0.7125	0	0	0	0	0	0	0	0	0	6	37
2	when one formula really fits all available in 40 shades to flatter every face	WRB CD NN RB VBZ DT JJ IN CD NNS TO VB DT NN	0	1	666674	0.1027	0	1	0	0	0	0	0	0	1	17	123
17	sound on tap to hear what skincare guru has to say about our new hint she l	NN IN NN TO VB WP NN NN VBZ TO VB IN PRP$ JJ NN PRP VBD	0	1	666674	-0.2732	1	0	0	0	0	0	0	0	1	3	12
16	calling all vib amp beauty insider members go forth amp gleam w our limited edition	VBG DT NN VBZ NN NN NNS VB JJ NN NN IN PRP$ JJ NN	0	1	666674	0.3525	0	1	1	0	0	1	1	0	0	32	126
20	for flawless fresh skin new are you a vib or beauty insider member hurry shop the sale now	IN JJ JJ NN JJ VBP PRP DT NN CC NN NN NN NN NN DT NN RB	0	1	666674	0.8655	0	0	1	0	0	1	0	0	0	8	71
14	flawless	NN	0	0	666674	0.5562	0	0	0	0	0	0	0	0	0	0	1
20	lt3 lt3	NN NN	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	1	1
20	this is gorgeous	DT VBZ JJ	0	0	666674	0.6476	0	0	0	0	0	1	0	0	0	1	2
23	only a few hours left ends midnight estfriends amp family event shop 25 off sitewide	RB DT JJ NNS VBD NNS JJ NNS VBP NN NN NN CD IN NN	0	0	666674	0.0	1	0	0	0	0	0	0	0	0	3	72
19	hi the sale is only on and in make up for ever boutiques	PDT DT NN VBZ RB IN CC IN VBP RP IN RB NNS	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	0	1
19	our biggest event of the season friends amp family 25 off foundation more ends tonight 412 shop our new	PRP$ JJS NN IN DT NN VBZ JJ NN CD IN NN RBR NNS VBD CD NN PRP$ JJ	0	0	666674	0.5255	1	0	0	0	0	0	0	0	0	10	61
16	only a few hours left what are you waiting for shop here	RB DT JJ NNS VBD WP VBP PRP VBG IN NN RB	1	0	666674	0.0	1	0	0	0	0	0	0	0	0	8	65
9	ends tonight stock up on your favorites amp save 25 off your entire order with friends amp family ends 412	NNS VBD NN RP IN PRP$ NNS VBP VB CD IN PRP$ JJ NN IN NNS VBP NN NNS CD	0	0	666674	0.8553	1	0	0	0	0	1	0	0	1	13	127
22	ends tomorrow time to finish your shopping gtgt 25 off sitewide with friends amp family	NNS NN NN TO VB PRP$ VBG JJ CD IN NN IN NNS VBP NN	1	0	666674	0.4767	1	0	3	0	0	1	0	1	1	5	41
15	alert time to stock up on your faves ie 25 off your entire order	NN NN TO NN RP IN PRP$ NNS VBP CD IN PRP$ JJ NN	1	1	666674	0.5449	0	0	1	0	0	0	0	0	0	25	124
9	2 more days we saw you left a few things behind save 25 off your cart with friends amp family tap to save	CD JJR NNS PRP VBD PRP VBD DT JJ NNS IN VBP CD IN PRP$ NN IN NNS VBP NN NN TO VB	0	0	666674	0.7644	1	0	0	0	0	2	0	0	2	6	47
23	urgent friends amp family is here be the first to shop 25 off sitewide now or next year	JJ NNS JJ NN VBZ RB VB DT JJ TO VB CD IN NN RB CC JJ NN	0	0	666674	0.7365	1	0	1	0	1	0	0	1	0	10	52
22	this is us only	DT VBZ PRP RB	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	0	0
22	this is us only	DT VBZ PRP RB	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	0	0
22	were sorry to hear youve run into trouble with your order please send us a direct message with	VBD JJ TO VB JJ NN IN NN IN PRP$ NN VB VB PRP DT JJ NN IN	0	0	666674	-0.2481	0	0	0	0	0	0	0	0	0	0	0
17	alert calling all friends amp family 25 off your entire order limited time only including new arrivals	JJ VBG DT NNS VBP NN CD IN PRP$ JJ NN JJ NN RB VBG JJ NNS	0	1	666674	0.298	1	1	1	0	0	0	1	0	0	5	72
14	yesss whats your fave	NN NNS PRP$ NN	0	0	666674	0.4926	0	0	0	0	0	0	0	0	0	0	0
10	25 off is right around the corner shop friends amp family in store amp online now thru 412 unlock your saving	CD NN VBZ JJ IN DT NN NN VBZ JJ NN IN NN JJ NN RB VBZ CD RB PRP$ NN	0	0	666674	0.5255	1	0	1	0	0	0	0	0	0	10	77
3	alert calling all friends amp family 25 off your entire order limited time only what are you waitin	JJ VBG DT NNS VBP NN CD IN PRP$ JJ NN JJ NN RB WP VBP PRP VBP	0	1	666674	0.7192	1	1	1	0	0	0	1	0	0	28	169
19	friends help friends gtgt friends amp family event shop 25 off the entire site now thru 412 shop now 3	NNS VBP NNS VB NNS JJ NN NN NN CD IN DT JJ NN RB VBZ CD NN RB CD	0	1	666674	0.9001	1	0	0	0	0	0	0	0	0	11	67
15	come visit us at one of our boutiques or at and we can help you get shade matched	VB NN PRP IN CD IN PRP$ NNS CC IN CC PRP MD VB PRP VB VBN NNS	0	0	666674	0.4574	0	0	0	0	0	0	0	0	0	0	0
12	saleabrate w our friends amp family and that includes you 25 off sitewide	NN VBZ PRP$ NNS VBP NN CC DT VBZ PRP CD IN NN	1	0	666674	0.628	1	0	0	0	0	0	0	0	0	21	128
1	its that time of year friends amp family shop 25 off everything now thru 412 save here	PRP$ DT NN IN NN NNS VBP NN NN CD IN NN RB VBZ CD NN RB	0	1	666674	0.7925	0	0	1	0	0	1	0	0	1	5	51
18	alert time to stock up on your faves ie step 1 skin equalizer 25 off your entire order	NN NN TO NN RP IN PRP$ NNS VBP NN CD NN NN CD IN PRP$ JJ NN	0	1	666674	0.5871	0	0	1	0	0	0	0	0	0	8	98
15	its the most wonderful time of the year to restock on your favorite foundation shop 25 off everything li	PRP$ DT RBS JJ NN IN DT NN TO VB IN PRP$ JJ NN VBD CD IN NN NN	0	0	666674	0.6028	1	0	1	0	0	2	0	1	2	8	32
2	its the most wonderful time of the year to restock on your favorite foundation shop 25 off everything li	PRP$ DT RBS JJ NN IN DT NN TO VB IN PRP$ JJ NN VBD CD IN NN NN	0	0	666674	0.6028	1	0	1	0	0	2	0	1	2	8	132
17	friends help friends save shop friends amp family gtgt 25 off sitewide click her to unlock amp save	NNS VBP NNS VB NN NNS VBP NN NNS CD IN NN NN PRP$ TO VB NNS VB	0	0	666674	0.906	0	0	0	0	0	2	0	0	2	12	40
14	urgent friends amp family is here be the first to shop 25 off sitewide what are you waiting for	JJ NNS JJ NN VBZ RB VB DT JJ TO VB CD IN NN WP VBP PRP VBG IN	0	0	666674	0.7118	1	0	1	0	1	0	0	1	0	5	69
11	times ticking friends amp family 25 off online amp in store click to save	NNS VBG NNS JJ NN CD RP NN NN IN NN NN TO VB	1	0	666674	0.636	1	0	1	0	0	1	0	0	1	11	32
1	have you heard the news 25 off your entire order only at during our friends amp family event unl	VB PRP VBP DT NN CD IN PRP$ JJ NN RB IN IN PRP$ NNS VBP NN NN NN	0	1	666674	0.717	1	0	0	0	0	0	0	0	0	11	79
20	friends amp family your chance to try the newest member of the familyultra hd soft lig	NNS VBP NN PRP$ NN TO VB DT JJS NN IN DT JJ NN JJ NN	0	1	666674	0.7034	1	0	0	0	0	0	0	1	0	7	32
11	ring ring 25 off exclusively at rt amp share the click here to shop	VBG VBG CD IN RB IN NN NN NN DT NN RB TO VB	0	1	666674	0.296	1	0	1	0	0	1	0	0	1	22	81
1	alert calling all friends amp family 25 off your entire order limited time only shop our bestsellers	JJ VBG DT NNS VBP NN CD IN PRP$ JJ NN JJ NN RB VB PRP$ NNS	0	1	666674	0.7192	1	1	1	0	0	0	1	0	0	11	74
19	its the most wonderful time of the year to restock on your favorite foundation shop 25 off everything li	PRP$ DT RBS JJ NN IN DT NN TO VB IN PRP$ JJ NN VBD CD IN NN NN	0	0	666674	0.6028	1	0	1	0	0	2	0	1	2	13	72
14	isnt she gorgeous	NN PRP JJ	0	0	666674	-0.6908	1	0	0	0	0	1	0	0	0	0	4
14	gorgeous look right	JJ NN NN	0	0	666674	0.6476	0	0	0	0	0	1	0	0	0	0	2
14	such a great look right were obsessed	JJ DT JJ NN NN VBD VBN	0	0	666674	0.7712	1	0	0	0	0	0	0	0	0	0	3
14	the big deal save 25 off your entire purchase during friends amp familyexclusively at wont	DT JJ NN VB CD IN PRP$ JJ NN IN NNS VBP RB IN NN	0	1	666674	0.743	1	0	2	0	0	2	0	1	2	11	45
16	is festivalready in a flash w our gutsy graphic look want it watch amp see our festival survival kit	VBZ JJ IN DT NN IN PRP$ NN JJ NN VB PRP NN NN VB PRP$ JJ JJ NN	0	0	666674	0.5423	0	0	2	0	1	1	0	1	0	15	78
20	is down for festival fun w our galaxy girl look want it watch amp see our festival survival kit in ac	VBZ RB IN JJ NN VBD PRP$ NN NN NN VB PRP NN NN VB PRP$ JJ JJ NN IN NN	0	0	666674	0.875	0	0	4	0	1	3	0	2	0	6	64
20	rt take your everyday into festival season by adding crimps and texture with our new big crimpin crimping iron and che	NNS VBP PRP$ JJ IN JJ NN IN VBG NNS CC NN IN PRP$ JJ JJ NN VBG NN CC NN	0	1	666674	0.4939	0	0	1	0	0	1	0	1	1	2	0
2	is wearing our festivalfavorite glow getter look watch amp see our festival survival kit in acti	VBZ VBG PRP$ NN NN NN NN NN NN VB PRP$ JJ JJ NN IN NN	0	0	666674	0.4939	0	0	3	0	1	2	0	1	1	22	160
1	rt we teamed up with our besties at amp to put together 3 goto festival beauty looks before head	NN PRP VBD RP IN PRP$ NNS IN NN TO VB RB CD NN JJ NN VBZ IN NN	0	0	666674	0.7906	0	0	1	0	0	2	0	1	0	6	0
16	just another reason to add it to your wish list new contains spf 25 amp innovative pigments in ea	RB DT NN TO VB PRP TO PRP$ JJ NN JJ NNS VBP CD JJ JJ NNS IN NN	0	1	666674	0.6808	1	0	0	0	0	0	0	0	0	7	83
16	wears new to look perfect in 3minutes amp keep up w her jetsetter lifestyle fin	NNS JJ TO VB JJ IN CD NNS VB RP PRP$ PRP$ NN NN NN	0	1	666674	0.5719	0	0	1	0	0	1	0	0	1	4	18
16	new heres what you need to know contains motherofpearl for a sparklefree glow blurs and	JJ NNS WP PRP VBP TO VB NNS VB IN DT JJ NN NNS CC	0	1	666674	0.5574	1	0	1	0	0	1	0	0	1	5	39
16	weightless blurring skin tint new sheertomediumcoverage tint that flatters every face ava	NN NN NN NN JJ NN NN IN NNS DT NN NN	0	1	666674	0.1531	0	0	0	0	0	0	0	0	0	8	54
16	approved read more about her fave lightweight skin tint	VBN VB RBR IN PRP$ JJ JJ NN NN	1	0	666674	0.7666	1	0	0	0	0	0	0	0	0	3	36
15	small sizes big benefits shop our musthave mini bundle while you still can at	JJ NNS JJ NNS VB PRP$ NN VBN NN IN PRP RB MD IN	0	0	666674	0.3818	0	0	0	0	0	0	0	0	0	10	46
16	flawless	NN	0	0	666674	0.5562	0	0	0	0	0	0	0	0	0	0	1
16	its our ultimate goto perfect for any occasion	PRP$ PRP$ JJ NN NN IN DT NN	0	0	666674	0.6114	1	0	2	0	0	1	1	0	1	0	1
16	hi we sent you a message	NN PRP VBD PRP DT NN	0	0	666674	0.0	1	0	0	0	0	0	0	0	0	0	1
16	stunning	VBG	0	0	666674	0.4389	0	0	0	0	0	0	0	0	0	0	0
21	its perfect for flawless ultrasheer coverage it leans toward a more dewy finish	PRP$ NN IN JJ NN NN PRP VBZ IN DT RBR JJ NN	0	0	666674	0.8899	0	0	1	0	0	1	0	0	1	0	0
19	absolutely we cant wait to hear how you like it	RB PRP VBP JJ TO VB WRB PRP IN PRP	0	0	666674	0.7256	0	0	1	0	0	0	0	0	0	1	1
17	flawless	NN	0	0	666674	0.5562	0	0	0	0	0	0	0	0	0	0	1
21	this is so cute lt3	DT VBZ RB JJ NN	0	0	666674	0.632	0	0	0	0	0	0	0	0	0	0	2
21	we loved your selfie	PRP VBD PRP$ NN	0	0	666674	0.6688	0	0	0	0	0	0	0	0	0	0	1
17	gorgeous	JJ	0	0	666674	0.6792	0	0	0	0	0	1	0	0	0	0	1
23	the wait is literally over weightless effortless amp fresh skin in minutes shop new	DT NN VBZ RB IN JJ JJ NN JJ NN IN NNS NN JJ	0	1	666674	0.3182	0	0	1	0	0	0	0	0	0	25	148
13	apply new directly with your fingertips amp reclaim your mornings ft in 3 amp	RB JJ RB IN PRP$ NNS VBP VB PRP$ NNS NN IN CD NN	0	1	666674	0.0	0	0	0	0	0	0	0	0	0	11	43
22	all the shades of new w pigments in each that flex to match a range of 35 skin tones find th	PDT DT NNS IN JJ JJ NNS IN DT WDT VBP TO VB DT NN IN CD NN NNS VB NN	0	1	666674	0.0	0	0	0	0	0	0	0	0	0	8	91
13	new contains innovativepigments in each shade that flex to match a range of 35 skin tones find	JJ NNS NNS IN DT NN WDT VBZ TO VB DT NN IN CD NN NNS VB	0	1	666674	0.4404	0	0	0	0	0	0	0	0	0	13	75
22	rt so hype to finally announce our first ever campaign w amp htt	NN RB JJ TO RB VB PRP$ JJ RB NN NN NN NN	0	1	666674	0.0	1	0	2	1	0	1	0	1	1	12	0
22	well this is major in new shop her look	RB DT VBZ JJ IN JJ NN PRP$ NN	0	1	666674	0.2732	0	0	0	0	0	0	0	0	0	2	27
22	its here your new fast amp flawless complexion routine co new shop this super sheer coverage at	PRP$ RB PRP$ JJ JJ NN NN NN VB JJ JJ NN DT JJ NN NN IN	0	1	666674	0.837	0	0	0	0	0	0	0	0	1	12	68
15	so flawless we hope you it	RB JJ PRP VBP PRP PRP	0	0	666674	0.824	1	0	1	0	0	1	0	1	1	0	0
15	we love hearing this	PRP VBP VBG DT	0	0	666674	0.8597	1	0	0	0	1	1	0	0	0	0	2
13	skin that looks like skin in stores 3918 new	NN WDT VBZ IN NN IN NNS CD JJ	1	1	666674	0.3612	0	0	0	0	0	0	0	0	0	10	95
23	we love hearing this we think youll love trying this too	PRP VBP VBG DT PRP VBP JJ NN VBG DT RB	0	0	666674	0.8938	0	0	0	0	1	2	0	0	0	0	2
23	hi its an allinone blurring skin tint super lightweight coverage spf	NN PRP$ DT NN NN NN NN JJ NN NN NN	0	0	666674	0.8016	0	0	0	0	0	0	0	0	0	0	5
20	new arriving on 3918	JJ VBG IN CD	1	1	666674	0.0	1	0	0	0	0	0	0	0	0	12	73
18	so flawless	RB JJ	0	0	666674	0.6342	0	0	0	0	0	0	0	0	0	0	1
13	last day buy 2 or more artist rouge light amp get a free ultra hd lip booster 23 value shop now ends 223 11	JJ NN VB CD CC JJR JJ NN NN VBZ VB DT JJ JJ NN NN NN CD NN NN RB VBZ CD CD	0	0	666674	0.6825	0	0	0	0	0	0	0	0	0	20	138
16	gorgeous	JJ	0	0	666674	0.6476	0	0	0	0	0	1	0	0	0	0	1
16	rt amp save buy 2 or more artist rouge light amp get a free ultra hd lip booster 23 value shop now ends 223 1	NN NN VBP VB CD CC JJR JJ NN NN VBZ VB DT JJ JJ NN NN NN CD NN NN RB VBZ CD CD	0	0	666674	0.6825	0	0	0	0	0	1	0	0	1	13	67
22	times running out buy 2 or more artist rouge light amp get a free ultra hd lip booster 23 value shop now ends	NNS VBG RP VB CD CC JJR JJ NN NN VBZ VB DT JJ JJ NN NN NN CD NN NN RB NNS	0	0	666674	0.6825	0	0	0	0	0	0	0	0	0	10	63
20	yessss such a gorgeous shade	NNS PDT DT JJ NN	0	0	666674	0.807	1	0	0	0	0	1	0	0	0	0	1
22	you know you want to buy 2 or more artist rouge light amp get a free ultra hd lip booster 23 value shop now	PRP VBP PRP VBP TO VB CD CC JJR JJ NN NN VBZ VB DT JJ JJ NN NN NN CD NN NN RB	0	0	666674	0.7111	0	0	0	0	0	0	0	0	0	8	58
4	tribe getting glitzed w new in reflection amp beam by sho	NN VBG VBN JJ JJ IN NN NN NN IN NN	0	1	666674	0.3182	1	0	0	0	0	1	0	0	1	18	90
23	tribe getting glitzed w new in flame flicker amp prism	NN VBG VBN JJ JJ IN NN NN VBZ NN	0	1	666674	0.0	1	0	0	0	0	0	0	0	1	13	77
18	tribe getting glitzed w new in beam amp reflection shop her look	NN VBG VBN JJ JJ IN NN NN NN VBD PRP NN	0	1	666674	0.3182	1	0	0	0	0	1	0	0	1	7	58
17	our presidents day sale is on get to a make up for ever boutique nearest you amp shop before its gone ends 223	PRP$ NNS NN NN VBZ IN VB TO DT NN RP IN RB JJ JJS PRP VBP JJR IN PRP$ VBN NNS CD	0	0	666674	0.0	0	0	0	0	0	0	0	0	0	0	21
15	attn lipstick and deal lovers buy 2 or more artist rouge light amp get a free ultra hd lip booster 23 value	NN NN CC NN NNS VB CD CC JJR JJ NN NN VBZ VB DT JJ JJ NN NN NN CD NN	0	0	666674	0.8522	0	0	1	0	0	1	0	1	1	4	46
21	presidents day deal buy 2 or more artist rouge light amp get a free ultra hd lip booster 23 value shop now en	NNS NN VB VB CD CC JJR JJ NN NN VBZ VB DT JJ JJ NN NN NN CD NN NN RB NN	0	0	666674	0.6825	0	0	1	0	0	1	0	1	1	6	59
21	tribe getting glitzed w new in flame amp flicker shop her look	NN VBG VBN JJ JJ IN NN NN NN VBD PRP NN	0	1	666674	0.0	1	0	0	0	0	0	0	0	1	6	56
17	new which one is your fave tell us	JJ WDT CD VBZ PRP$ NN VB PRP	1	1	666674	0.4404	1	0	0	0	0	0	0	0	0	20	148
4	prism beam flicker flame reflection spark you wont play favorites because youll love them all the 6 shades	NN NN NN NN NN NN PRP VBP VB NNS IN NN VB PRP DT DT CD NNS	0	0	666674	0.8834	0	0	1	0	0	2	0	0	0	6	49
23	tribe getting glitzed w new in beam reflection amp prism	NN VBG VBN JJ JJ IN JJ NN NN NN	0	1	666674	0.0	1	0	0	0	0	1	0	0	1	3	49
21	new shop this 6shade wonder	JJ NN DT CD NN	1	1	666674	0.3182	1	0	0	0	0	0	0	0	0	24	100
18	love it come visit us at your local and well help you find your perfect shade match	VB PRP VB NN PRP IN PRP$ JJ CC RB VB PRP VB PRP$ JJ NN NN	0	0	666674	0.9122	1	0	1	0	0	2	0	0	1	0	1
18	come visit us at and well help you find your perfect shade match	VB NN PRP IN CC RB VB PRP VB PRP$ JJ NN NN	0	0	666674	0.7506	1	0	1	0	0	1	0	0	1	0	1
18	we love hearing this tell your friends	PRP VBP VBG DT VB PRP$ NNS	0	0	666674	0.863	0	0	0	0	1	1	0	0	0	0	1
18	yay were so glad to hear you loved it	NNS VBD RB JJ TO VB PRP VBD PRP	0	0	666674	0.8976	1	0	1	0	0	1	0	0	0	0	0
19	getting glitzed with new in spark flicker amp flame shop her look	VBG VBN IN JJ IN JJ NN NN NN VBD PRP NN	0	1	666674	0.6037	1	0	0	0	0	0	0	0	0	5	42
15	we cant wait for you to try it	PRP VBP NN IN PRP TO VB PRP	0	0	666674	0.0	0	0	1	0	0	0	0	0	0	0	1
18	so flawless	RB JJ	0	0	666674	0.6515	1	0	0	0	0	0	0	0	0	0	2
18	oh so flawless	UH RB JJ	0	0	666674	0.8154	1	0	0	0	0	0	0	0	0	0	1
20	we cant wait for you to try it	PRP VBP NN IN PRP TO VB PRP	0	0	666674	0.5093	1	0	1	0	0	0	0	0	0	0	1
20	this palette is launching in the us tomorrow 2818	DT NN VBZ VBG IN DT PRP NN CD	0	0	666674	0.0	0	0	1	0	0	0	0	0	0	0	3
14	6 sparkling prismatic shades1 palette coming 2818 ready to catch the light	CD VBG JJ NN NN VBG CD JJ TO VB DT NN	0	1	666674	0.6633	0	0	2	0	0	0	0	1	0	9	78
14	something brilliant is coming your way arriving on 2818	NN NN VBZ VBG PRP$ NN VBG IN CD	1	1	666674	0.7804	1	0	2	0	0	1	0	0	1	13	142
21	rt inside jcp store new palette the palette inc	NN IN NN NN JJ NN DT NN NN	0	1	666674	0.5374	1	0	1	0	0	0	0	0	0	36	0
20	yesss were so excited	NNS VBD RB JJ	0	0	666674	0.7512	1	0	1	0	0	1	0	1	1	0	6
20	that glow though	DT VBP IN	0	0	666674	0.4588	1	0	1	0	0	1	0	0	1	1	2
20	so flawless	RB JJ	0	0	666674	0.8622	1	0	0	0	0	0	0	0	0	0	1
14	yesss which is your fave shade	NN WDT VBZ PRP$ JJ NN	0	0	666674	0.4926	0	0	0	0	0	0	0	0	0	0	0
17	rt as a latina in the beauty industry has found that inclusivity is not always a priority for beauty brands	NN IN DT NN IN DT NN NN VBZ VBN IN NN VBZ RB RB DT NN IN NN NNS	0	0	666674	0.8225	0	0	0	0	0	3	0	0	1	8	0
17	what she said thanks for including us read the story on below	WP PRP VBD NNS IN VBG PRP VB DT NN IN IN	0	0	666674	0.4926	1	0	0	0	0	0	0	0	0	2	57
18	gorgeous	JJ	0	0	666674	0.6476	0	0	0	0	0	1	0	0	0	0	1
